id	MainDescription 	type	AccessoryDescription	
MER1068763	NA	MEROPS	NA	
MER1068984	NA	MEROPS	NA	
MER1069234	family S53 unassigned peptidases	MEROPS	NA	
MER1069374	NA	MEROPS	NA	
MER1070091	family S53 unassigned peptidases	MEROPS	NA	
MER1070132	NA	MEROPS	NA	
MER1070231	NA	MEROPS	NA	
MER1070883	NA	MEROPS	NA	
MER1072707	NA	MEROPS	NA	
MER1073104	NA	MEROPS	NA	
MER1073149	NA	MEROPS	NA	
MER1073214	NA	MEROPS	NA	
MER1073277	aorsin	MEROPS	NA	
MER1073341	NA	MEROPS	NA	
MER1073443	NA	MEROPS	NA	
MER1073477	NA	MEROPS	NA	
MER1073604	family S53 non-peptidase homologues	MEROPS	NA	
MER1073614	NA	MEROPS	NA	
MER1073654	grifolisin	MEROPS	NA	
MER1073675	aorsin	MEROPS	NA	
MER1073766	NA	MEROPS	NA	
MER1073781	NA	MEROPS	NA	
MER1073836	family S53 unassigned peptidases	MEROPS	NA	
MER1074102	NA	MEROPS	NA	
MER1074437	NA	MEROPS	NA	
MER1074503	NA	MEROPS	NA	
MER1074563	aorsin	MEROPS	NA	
MER1094825	family T2 unassigned peptidases	MEROPS	NA	
MER1094922	NA	MEROPS	NA	
MER1095177	NA	MEROPS	NA	
MER1096359	family T2 unassigned peptidases	MEROPS	NA	
MER1096429	NA	MEROPS	NA	
MER1096997	"family T2 unassigned peptidases	"	MEROPS	NA	
MER1100667	NA	MEROPS	NA	
MER1125240	NA	MEROPS	NA	
MER1128390	subfamily A1A unassigned peptidases	MEROPS	NA	
MER1138037	NA	MEROPS	NA	
MER1142693	NA	MEROPS	NA	
MER1143003	subfamily A1A unassigned peptidases	MEROPS	NA	
MER1146596	NA	MEROPS	NA	
MER1175858	NA	MEROPS	NA	
MER1175890	NA	MEROPS	NA	
MER1175936	NA	MEROPS	NA	
MER1175938	family G1 unassigned peptidases	MEROPS	NA	
MER1175944	family G1 unassigned peptidases	MEROPS	NA	
MER1177284	NA	MEROPS	NA	
MER1177687	NA	MEROPS	NA	
MER1178638	NA	MEROPS	NA	
MER1178639	NA	MEROPS	NA	
MER1178694	NA	MEROPS	NA	
MER1178700	NA	MEROPS	NA	
MER1179045	NA	MEROPS	NA	
MER1179079	NA	MEROPS	NA	
MER1185140	subfamily M3A unassigned peptidases	MEROPS	NA	
MER1228522	subfamily M14A unassigned peptidases	MEROPS	NA	
MER1228585	NA	MEROPS	NA	
MER1228871	"subfamily M14A unassigned peptidases	"	MEROPS	NA	
MER1230022	NA	MEROPS	NA	
MER1230312	NA	MEROPS	NA	
MER1230431	NA	MEROPS	NA	
MER1247538	subfamily M28F unassigned peptidases	MEROPS	NA	
MER1248034	subfamily M28E unassigned peptidases	MEROPS	NA	
MER1248078	subfamily M28E non-peptidase homologues	MEROPS	NA	
MER1248093	NA	MEROPS	NA	
MER1248328	"subfamily M28E unassigned peptidases	"	MEROPS	NA	
MER1248390	NA	MEROPS	NA	
MER1248434	subfamily M28E unassigned peptidases	MEROPS	NA	
MER1251538	subfamily M28F unassigned peptidases	MEROPS	NA	
MER1254858	"subfamily M28F unassigned peptidases	"	MEROPS	NA	
MER1267242	subfamily S1A unassigned peptidases	MEROPS	NA	
MER1286490	NA	MEROPS	NA	
MER1286495	NA	MEROPS	NA	
MER1286597	subfamily S8B unassigned peptidases	MEROPS	NA	
MER1297562	"subfamily S9B unassigned peptidases	"	MEROPS	NA	
NPIIC_ARTOC	FUNCTION: Probable secreted metalloprotease that shows high activities on basic nuclear substrates such as histone and protamine (By similarity). May be involved in virulence.	VIRULENCE	NA	
NPIIC_ASPFU	FUNCTION: Secreted metalloproteinase that allows assimilation of proteinaceous substrates. Shows high activities on basic nuclear substrates such as histone and protamine. May be involved in virulence (By similarity).	VIRULENCE	NA	
O13407_MAGGR	SIMILARITY: Belongs to the ABC transporter superfamily.	VIRULENCE	NA	
O59928_HYPVI	SIMILARITY: Belongs to the glycosyl hydrolase 18 family.	VIRULENCE	NA	
O59937_FUSOX	SIMILARITY: Belongs to the glycosyl hydrolase 10 (cellulase F) family.	VIRULENCE	NA	
O60038_CLAPU	FUNCTION: Occurs in almost all aerobically respiring organisms and serves to protect cells from the toxic effects of hydrogen peroxide (By similarity).	VIRULENCE	NA	
O94100_BOTFU	SIMILARITY: Belongs to the glycosyl hydrolase 28 family.	VIRULENCE	NA	
O94196_MAGGR	Unknown	VIRULENCE	NA	
OPSB_ARTBC	FUNCTION: Probable GPI-anchored aspartic-type endopeptidase which contributes to virulence (By similarity).	VIRULENCE	NA	
OPSB_ASPFU	FUNCTION: Probable GPI-anchored aspartic-type endopeptidase which contributes to virulence (By similarity).	VIRULENCE	NA	
OPSB_TRIVH	FUNCTION: Probable GPI-anchored aspartic-type endopeptidase which contributes to virulence (By similarity).	VIRULENCE	NA	
ORYZ_ASPFC	FUNCTION: Secreted alkaline protease that allows assimilation of proteinaceous substrates (By similarity). Acts as a significant virulence factor in invasive aspergillosis. Involved in immune evasion from the human and mice complement systems during infection. Efficiently cleaves important components of the complement cascade such as such as C3	VIRULENCE	NA	
P78607_CLAPU	SIMILARITY: Belongs to the glycosyl hydrolase 28 family.	VIRULENCE	NA	
PEPA_ARTBC	FUNCTION: Secreted aspartic endopeptidase that allows assimilation of proteinaceous substrates. Can catalyze hydrolysis of the major structural proteins of basement membrane	VIRULENCE	NA	
PEPA_ASPFC	FUNCTION: Secreted aspartic endopeptidase that allows assimilation of proteinaceous substrates. Can catalyze hydrolysis of the major structural proteins of basement membrane	VIRULENCE	NA	
PEPA_COCP7	FUNCTION: Secreted aspartic endopeptidase that allows assimilation of proteinaceous substrates. Can catalyze hydrolysis of the major structural proteins of basement membrane	VIRULENCE	NA	
PEPA_TRIVH	FUNCTION: Secreted aspartic endopeptidase that allows assimilation of proteinaceous substrates. Can catalyze hydrolysis of the major structural proteins of basement membrane	VIRULENCE	NA	
PL1_4	pectate lyase	CAZYME	b-elimination	
PL20	"endo-beta-1,4-glucuronan lyase (EC 4.2.2.14)"	CAZYME	NA	
PLB1_CANAL	FUNCTION: Catalyzes the release of fatty acids from lysophospholipids. Phospholipase B may well contribute to pathogenicity by abetting the fungus in damaging and traversing host cell membranes	VIRULENCE	NA	
PLYB_COLGL	FUNCTION: Acts as a virulence factor active in plant tissue maceration.	VIRULENCE	NA	
Q00350_COCCA	CATALYTIC ACTIVITY: Endohydrolysis of (1->4)-beta-D-xylosidic linkages in xylans.	VIRULENCE	NA	
Q00351_COCCA	CATALYTIC ACTIVITY: Endohydrolysis of (1->4)-beta-D-xylosidic linkages in xylans.	VIRULENCE	NA	
Q00523_CRYNE	Unknown	VIRULENCE	NA	
Q00LS5_PHAND	SIMILARITY: Contains 1 protein kinase domain.	VIRULENCE	NA	
Q01446_NECHA	Unknown	VIRULENCE	NA	
Q09MP5_COCMI	Unknown	VIRULENCE	NA	
Q0PND8_MAGGR	SIMILARITY: Belongs to the AAA ATPase family.	VIRULENCE	NA	
Q1AMT8_TRIRU	Unknown	VIRULENCE	NA	
Q2I0M6_CERNC	Unknown	VIRULENCE	NA	
Q2KN79_FUSOX	Unknown	VIRULENCE	NA	
Q2LK92_BOTFU	SIMILARITY: Belongs to the FKBP-type PPIase family.	VIRULENCE	NA	
Q2LMP0_BOTFU	CATALYTIC ACTIVITY: Endohydrolysis of (1->4)-beta-D-xylosidic linkages in xylans.	VIRULENCE	NA	
Q2VLJ1_GIBZA	Unknown	VIRULENCE	NA	
Q4P8E7_USTMA	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q4P8E8_USTMA	COFACTOR: FAD (By similarity).	VIRULENCE	NA	
Q4PDC5_USTMA	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q4PDC7_USTMA	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q4WLS1_ASPFU	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q4WQJ0_ASPFU	CATALYTIC ACTIVITY: Thioredoxin + NADP(+) = thioredoxin disulfide + NADPH.	VIRULENCE	NA	
Q59NP5_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q59NY2_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q59PP4_CANAL	Unknown	VIRULENCE	NA	
Q59VF3_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q59WE5_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q59X54_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q59YF3_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q5A661_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q5A747_CANAL	COFACTOR: Iron (By similarity).	VIRULENCE	NA	
Q5A762_CANAL	SIMILARITY: Belongs to the ABC transporter superfamily.	VIRULENCE	NA	
Q5AB91_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q5ABB1_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q5AD07_CANAL	FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity).	VIRULENCE	NA	
Q5AEW4_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q5AG71_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q5AJC0_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q5AJC8_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q5AM49_CANAL	Unknown	VIRULENCE	NA	
Q5AMQ4_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q5AMT2_CANAL	SIMILARITY: Belongs to the glycosyl hydrolase 17 family.	VIRULENCE	NA	
Q5ANE1_CANAL	SIMILARITY: Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.	VIRULENCE	NA	
Q5APK9_CANAL	CAUTION: The sequence shown here is derived from an EMBL/GenBank/DDBJ whole genome shotgun (WGS) entry which is preliminary data.	VIRULENCE	NA	
Q5D6D3_COCHE	Unknown	VIRULENCE	NA	
Q5GFD3_PHAND	Unknown	VIRULENCE	NA	
Q5IFQ6_CRYNV	FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity).	VIRULENCE	NA	
Q5RLJ7_CRYNV	Unknown	VIRULENCE	NA	
Q5XTQ4_BOTFU	Unknown	VIRULENCE	NA	
Q5XTQ5_BOTFU	SIMILARITY: Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.	VIRULENCE	NA	
Q6B971_CRYPA	SIMILARITY: Contains 1 RGS domain.	VIRULENCE	NA	
Q6IVV6_BOTFU	Unknown	VIRULENCE	NA	
Q6T7C1_MAGGR	Unknown	VIRULENCE	NA	
Q6TDT0_CRYGA	FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity).	VIRULENCE	NA	
Q6WER3_GIBZA	Unknown	VIRULENCE	NA	
Q6WP53_BOTFU	FUNCTION: PPIases accelerate the folding of proteins (By similarity).	VIRULENCE	NA	
Q705V7_USTMD	Unknown	VIRULENCE	NA	
Q7Z868_USTMD	Unknown	VIRULENCE	NA	
Q7ZA26_CRYNE	Unknown	VIRULENCE	NA	
Q7ZA48_9HYPO	Unknown	VIRULENCE	NA	
Q874F3_MAGGR	SIMILARITY: Belongs to the ABC transporter superfamily.	VIRULENCE	NA	
Q8J0E1_CLAPU	CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.	VIRULENCE	NA	
Q8J0U4_LEPMC	Unknown	VIRULENCE	NA	
Q8J1W4_CLAPU	Unknown	VIRULENCE	NA	
Q8J1Y3_BEABA	SIMILARITY: Belongs to the glycosyl hydrolase 18 family.	VIRULENCE	NA	
Q8NJS2_LEPMC	SIMILARITY: Belongs to the peptidase A1 family.	VIRULENCE	NA	
Q8TGD1_FUSOX	SIMILARITY: Belongs to the mitochondrial carrier family.	VIRULENCE	NA	
Q8X1F0_CRYNE	CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.	VIRULENCE	NA	
Q96VZ3_FUSOX	SIMILARITY: Belongs to the glycosyl hydrolase 28 family.	VIRULENCE	NA	
Q99324_SEPLY	Unknown	VIRULENCE	NA	
Q9C1F9_COCCA	Unknown	VIRULENCE	NA	
Q9C1I7_MYCGR	SIMILARITY: Belongs to the ABC transporter superfamily.	VIRULENCE	NA	
Q9C1R1_FUSOX	CATALYTIC ACTIVITY: Endohydrolysis of (1->4)-beta-D-xylosidic linkages in xylans.	VIRULENCE	NA	
Q9C2Y1_BOTFU	CATALYTIC ACTIVITY: Pectin + n H(2)O = n methanol + pectate.	VIRULENCE	NA	
Q9C4A1_9PLEO	SIMILARITY: Belongs to the glycosyl hydrolase 28 family.	VIRULENCE	NA	
Q9HFZ2_CANAL	Unknown	VIRULENCE	NA	
Q9P8L8_BOTFU	Unknown	VIRULENCE	NA	
Q9P8W9_CRYNE	FUNCTION: PPIases accelerate the folding of proteins (By similarity).	VIRULENCE	NA	
Q9UUS8_COLGL	Unknown	VIRULENCE	NA	
Q9UVN5_ALTAL	Unknown	VIRULENCE	NA	
Q9Y784_MAGGR	Unknown	VIRULENCE	NA	
SCPA_ARTBC	FUNCTION: Extracellular serine carboxypeptidase that contributes to pathogenicity (By similarity).	VIRULENCE	NA	
SCPB_ARTOC	FUNCTION: Extracellular serine carboxypeptidase that contributes to pathogenicity (By similarity).	VIRULENCE	NA	
SED1_ARTOC	FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).	VIRULENCE	NA	
SED1_ASPFU	FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence.	VIRULENCE	NA	
SED2_ARTBC	FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).	VIRULENCE	NA	
SED2_ARTOC	FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).	VIRULENCE	NA	
SED2_ASPFU	FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence.	VIRULENCE	NA	
SED3_ARTBC	FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).	VIRULENCE	NA	
SED3_ASPFU	FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence.	VIRULENCE	NA	
SED3_TRIVH	FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).	VIRULENCE	NA	
SED4_ASPFU	FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence.	VIRULENCE	NA	
SPCA_ARTOC	FUNCTION: Extracellular serine carboxypeptidase that contributes to pathogenicity (By similarity).	VIRULENCE	NA	
SUB1_ARTGP	FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).	VIRULENCE	NA	
SUB1_ARTOC	FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).	VIRULENCE	NA	
SUB10_ARTBC	FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).	VIRULENCE	NA	
SUB4A_COCP7	FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).	VIRULENCE	serine protease that initiate the nucleophilic attack on the peptide (amide) bond through a serine residue at the active site.	
SUB5_ARTBC	FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).	VIRULENCE	NA	
SUB6_ARTGP	FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).	VIRULENCE	NA	
SUB6_ARTOC	FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).	VIRULENCE	NA	
SUB7_ARTBC	FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).	VIRULENCE	NA	
SUB7_ARTOC	FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).	VIRULENCE	NA	
SUB7A_COCP7	FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).	VIRULENCE	NA	
SUB8_ARTOC	FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).	VIRULENCE	NA	
SUB8_TRIVH	FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).	VIRULENCE	NA	
Y1220_ASPFU	FUNCTION: Probable aspartic-type endopeptidase which contributes to virulence (By similarity).	VIRULENCE	NA	
